DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230505999,02/24/2023 12:00:00 AM,02/24/2023 12:00:00 AM,0530,05,Harbor,0557,1,210,ROBBERY,0216 0330 0344 0429 0916 1309 1822 1606 0354,27,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,100 N  GAFFEY                       ST,,33.7433,-118.2923
230614100,08/21/2023 12:00:00 AM,08/20/2023 12:00:00 AM,0320,06,Hollywood,0679,1,210,ROBBERY,1822 0344 0355 0400 0416 0916 0305 0446 0354 0370,37,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,900 N  HARVARD                      BL,,34.0879,-118.3041
231010516,06/20/2023 12:00:00 AM,06/20/2023 12:00:00 AM,1215,10,West Valley,1037,1,210,ROBBERY,0913 0344 2000 1814 0916 0400 0401 1414 0444 1311,28,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,430,,,6700    JELLICO                      AV,,34.1927,-118.517
231308656,04/03/2023 12:00:00 AM,04/02/2023 12:00:00 AM,0145,13,Newton,1317,1,210,ROBBERY,1822 0344 0916 0342 0302 0449 0355 0334 0417,24,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,210,,,,1700 E  16TH                         ST,,34.0233,-118.2424
231815221,08/18/2023 12:00:00 AM,08/18/2023 12:00:00 AM,0420,18,Southeast,1803,1,210,ROBBERY,0854 0916 0330 1822 2021 1302,53,M,B,101,STREET,511,VERBAL THREAT,AO,Adult Other,210,,,,AVALON                       BL,88TH                         PL,33.9565,-118.2651
230308328,03/26/2023 12:00:00 AM,03/25/2023 12:00:00 AM,2205,03,Southwest,0362,1,210,ROBBERY,1822 0344 0334 0916 0216 0342 1240 1310 0330 1309,43,M,B,103,ALLEY,109,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,210,,,,3900    HILLCREST                    DR,,34.017,-118.3477
230915864,11/01/2023 12:00:00 AM,10/31/2023 12:00:00 AM,1310,09,Van Nuys,0976,1,210,ROBBERY,0916 1300 2004 1310 1822 1311,31,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,13300    MOORPARK                     ST,,34.1504,-118.4225
230511145,07/17/2023 12:00:00 AM,07/17/2023 12:00:00 AM,0220,05,Harbor,0587,1,210,ROBBERY,0302 0330 0334 0342 0344 0355 1309 1402 0916 1822,23,M,H,108,PARKING LOT,106,UNKNOWN FIREARM,JA,Juv Arrest,210,998,,,GAFFEY                       ST,36TH                         ST,33.7115,-118.2928
230615231,09/14/2023 12:00:00 AM,09/14/2023 12:00:00 AM,0240,06,Hollywood,0637,1,210,ROBBERY,1402 0916 2004 1501 1300 1822 1409 1416 0421 1606,31,M,B,102,SIDEWALK,511,VERBAL THREAT,AA,Adult Arrest,210,998,,,ARGYLE,YUCCA,34.1037,-118.3252
230607035,03/11/2023 12:00:00 AM,03/11/2023 12:00:00 AM,1415,06,Hollywood,0676,1,210,ROBBERY,0916 1822 0216 0432 0344 1402,46,M,H,101,STREET,102,HAND GUN,AO,Adult Other,210,,,,700 N  CAHUENGA                     BL,,34.0835,-118.3288
230308814,04/04/2023 12:00:00 AM,04/04/2023 12:00:00 AM,0210,03,Southwest,0357,1,220,ATTEMPTED ROBBERY,1822 0302 0355 0432 0344 1310 0916,41,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,220,,,,CATALINA,36TH                         ST,34.0231,-118.2938
230618498,12/01/2023 12:00:00 AM,11/30/2023 12:00:00 AM,2035,06,Hollywood,0647,1,210,ROBBERY,1501 1227 0916 1822 0432 1300 1310 1311 0449 0355,25,F,W,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,5900    CARLTON                      WY,,34.1005,-118.318
231217145,08/06/2023 12:00:00 AM,08/06/2023 12:00:00 AM,1600,12,77th Street,1259,1,210,ROBBERY,0216 0213 1240 0334 0302 1311 0429 0344 0330 0916,24,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,S  SAN PEDRO                    ST,E  79TH                         ST,33.9679,-118.2695
230306087,02/09/2023 12:00:00 AM,02/09/2023 12:00:00 AM,2245,03,Southwest,0362,1,210,ROBBERY,1822 0916 0330 0444 0216 1310,20,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,4600    RODEO                        LN,,34.0205,-118.3485
231311762,06/04/2023 12:00:00 AM,06/03/2023 12:00:00 AM,1400,13,Newton,1346,1,210,ROBBERY,1300 1817 0916 0330 0334 0913 1402,34,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,210,998,,,4200 S  CENTRAL                      AV,,34.0053,-118.2565
231107843,04/14/2023 12:00:00 AM,04/14/2023 12:00:00 AM,0005,11,Northeast,1199,1,210,ROBBERY,1300 0344 0432 0302 0330 1822 0355 0916 0334 1402,28,M,O,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210,,,,SOLANO                       AV,AMADOR                       PL,34.076,-118.2325
230104516,01/08/2023 12:00:00 AM,01/08/2023 12:00:00 AM,2210,01,Central,0192,1,210,ROBBERY,2004 0334 0916 1822 0216 1309 1310 0302,34,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,1400 S  GRAND                        AV,,34.0372,-118.2654
231221474,10/17/2023 12:00:00 AM,10/17/2023 12:00:00 AM,0315,12,77th Street,1231,1,210,ROBBERY,0916 0344,35,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,210,,,,6100    BUCKLER                      AV,,33.9844,-118.3516
230513415,09/12/2023 12:00:00 AM,09/12/2023 12:00:00 AM,0340,05,Harbor,0513,1,220,ATTEMPTED ROBBERY,1822 0430 0209 0302 1100 1309 1402 1407 0916 0906,67,M,W,102,SIDEWALK,104,SHOTGUN,AA,Adult Arrest,220,998,,,253RD                        ST,NORMANDIE                    AV,33.7947,-118.2975
231220318,09/27/2023 12:00:00 AM,09/27/2023 12:00:00 AM,1700,12,77th Street,1265,1,210,ROBBERY,0330 0916 0326 0340 1309 0354 0216,40,F,B,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1500 W  84TH                         PL,,33.9618,-118.3025
232018951,12/07/2023 12:00:00 AM,12/07/2023 12:00:00 AM,1430,20,Olympic,2038,1,210,ROBBERY,0916 1409 0344 1822 0358 0330,32,F,H,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,600    SHATTO                       PL,,34.0605,-118.2903
231206007,02/04/2023 12:00:00 AM,02/04/2023 12:00:00 AM,1210,12,77th Street,1253,1,210,ROBBERY,0916 0342 1822 0344 0432 1300 0355 0334 0302 0319,20,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,2100 W  77TH                         ST,,33.97,-118.3156
230314155,07/27/2023 12:00:00 AM,07/27/2023 12:00:00 AM,0200,03,Southwest,0329,1,510,VEHICLE - STOLEN,0916 1822 0344 1300,40,M,B,101,STREET,113,SIMULATED GUN,IC,Invest Cont,510,,,,2900 S  FLOWER                       ST,,34.0253,-118.2763
230412128,09/06/2023 12:00:00 AM,09/06/2023 12:00:00 AM,0150,04,Hollenbeck,0497,1,210,ROBBERY,0916 0344 0334 0355 0302,44,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,LORENA                       ST,HUNTER                       ST,34.0203,-118.2057
230314956,08/12/2023 12:00:00 AM,08/12/2023 12:00:00 AM,0120,03,Southwest,0361,1,210,ROBBERY,0916 0432 0371 0906 1816 1822 1310,22,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,GIBRALTAR                    AV,PINAFORE                     ST,34.0149,-118.3547
231410639,05/16/2023 12:00:00 AM,05/16/2023 12:00:00 AM,0730,14,Pacific,1441,1,210,ROBBERY,0916 1310 0913 1817 0353 2004 1218 0334 1402,52,M,W,117,BEACH,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,210,998,,,2200    OCEAN FRONT                  WK,,33.9837,-118.4709
231211341,05/04/2023 12:00:00 AM,05/04/2023 12:00:00 AM,2023,12,77th Street,1256,1,210,ROBBERY,1402 0344 0302 0916,21,M,O,503,HOTEL,106,UNKNOWN FIREARM,AA,Adult Arrest,210,,,,7400 S  VERMONT                      AV,,33.9727,-118.2914
231809920,05/04/2023 12:00:00 AM,05/03/2023 12:00:00 AM,1830,18,Southeast,1801,1,210,ROBBERY,1822 1310 0334 0449 0432 0916 0330,48,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,93RD,VERMONT,33.9519,-118.2916
232000703,04/18/2023 12:00:00 AM,04/18/2023 12:00:00 AM,1250,20,Olympic,2027,1,210,ROBBERY,0334 0432 0443 1310 1402 1822 0916,35,F,A,101,STREET,312,PIPE/METAL PIPE,AA,Adult Arrest,210,998,,,3300    WILSHIRE                     BL,,34.0636,-118.296
231318361,10/05/2023 12:00:00 AM,10/04/2023 12:00:00 AM,2255,13,Newton,1313,1,210,ROBBERY,1310 0432 0329 1307 0421 0344 0916 1822,27,M,H,101,STREET,311,HAMMER,IC,Invest Cont,210,,,,400 E  WASHINGTON                   BL,,34.0295,-118.2615
230315108,08/16/2023 12:00:00 AM,08/16/2023 12:00:00 AM,0450,03,Southwest,0328,1,210,ROBBERY,0216 0344 0916 1227 1300 1822 0400,28,M,H,103,ALLEY,307,VEHICLE,IC,Invest Cont,210,,,,3000 S  FIGUEROA                     ST,,34.0268,-118.2808
231111524,07/26/2023 12:00:00 AM,07/26/2023 12:00:00 AM,0150,11,Northeast,1109,1,210,ROBBERY,0940 0916 0416 0400,26,M,B,108,PARKING LOT,514,TIRE IRON,IC,Invest Cont,210,,,,FIGUEROA                     ST,EAGLE VISTA,34.1423,-118.1859
231215600,07/13/2023 12:00:00 AM,07/13/2023 12:00:00 AM,1430,12,77th Street,1218,1,210,ROBBERY,0916 1252 0448 0416 0446 0342 0334 0355 0344 0370,35,M,H,101,STREET,106,UNKNOWN FIREARM,AA,Adult Arrest,210,,,,SLAUSON,HOOVER,33.9891,-118.2871
231206713,02/14/2023 12:00:00 AM,02/14/2023 12:00:00 AM,0101,12,77th Street,1249,1,220,ATTEMPTED ROBBERY,0916,26,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,220,,,,W  64TH                         ST,S  FIGUEROA                     ST,33.9813,-118.2827
230712569,07/28/2023 12:00:00 AM,07/28/2023 12:00:00 AM,0540,07,Wilshire,0785,1,210,ROBBERY,0916 0302 1402 0432 0344,48,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,998,,,VINEYARD                     AV,WASHINGTON                   BL,34.0398,-118.34
230511510,07/25/2023 12:00:00 AM,07/25/2023 12:00:00 AM,2200,05,Harbor,0514,1,210,ROBBERY,0916 0913 1817 0344 0416 0446 0443,34,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,WILMINGTON                   AV,PACIFIC COAST                HY,33.7906,-118.275
230120869,09/30/2023 12:00:00 AM,09/30/2023 12:00:00 AM,0300,01,Central,0157,1,210,ROBBERY,0913 1820 1300 2001 0417 0401 0400 0330 0916 0432,29,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5TH                          ST,SAN PEDRO                    ST,34.0435,-118.2427
230516272,11/27/2023 12:00:00 AM,11/27/2023 12:00:00 AM,2035,05,Harbor,0507,1,210,ROBBERY,2043 2037 0334 0302 1822 0916 0330,36,M,H,519,SHORT-TERM VACATION RENTAL,106,UNKNOWN FIREARM,IC,Invest Cont,210,,,,1600 W  226TH                        ST,,33.8213,-118.3064
231907127,03/18/2023 12:00:00 AM,03/17/2023 12:00:00 AM,2220,19,Mission,1917,1,210,ROBBERY,0302 0344 0916 0337 0330 0355 1822,53,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,DRONFIELD,ASTORIA,34.3102,-118.4402
231217447,08/11/2023 12:00:00 AM,08/11/2023 12:00:00 AM,0030,12,77th Street,1232,1,210,ROBBERY,0916 0342 0344 0355 1822,40,M,H,101,STREET,207,OTHER KNIFE,JO,Juv Other,210,,,,60TH,2ND                          AV,33.9855,-118.3196
231220366,09/28/2023 12:00:00 AM,09/27/2023 12:00:00 AM,1850,12,77th Street,1267,1,210,ROBBERY,0342 1309 0302 0330 0344 0216 0916,33,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,210,,,,S  HOOVER                       ST,83RD                         ST,33.9632,-118.2871
231516230,10/17/2023 12:00:00 AM,10/17/2023 12:00:00 AM,0845,15,N Hollywood,1557,1,210,ROBBERY,0330 0302 1822 1402 0916 0344 1300,34,M,H,104,DRIVEWAY,102,HAND GUN,IC,Invest Cont,210,998,,,10800    HORTENSE                     ST,,34.1548,-118.3662
231306953,02/27/2023 12:00:00 AM,02/27/2023 12:00:00 AM,0030,13,Newton,1313,1,210,ROBBERY,1309 1300 0432 0916 0400 1822 0344 0334 0342,44,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,210,,,,WASHINGTON,SAN PEDRO,34.0276,-118.2574
231307605,03/12/2023 12:00:00 AM,03/12/2023 12:00:00 AM,0340,13,Newton,1317,1,210,ROBBERY,0916 0330 0416 0216 1302 0337 0447 1822,31,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,17TH,NAOMI,34.0244,-118.2471
232113301,08/25/2023 12:00:00 AM,08/25/2023 12:00:00 AM,0420,21,Topanga,2157,1,210,ROBBERY,0916 0913 0602 2004 1202 0354 0330 0561 0444,62,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,21000    VANOWEN                      ST,,34.1938,-118.5906
231510839,06/12/2023 12:00:00 AM,06/10/2023 12:00:00 AM,2320,15,N Hollywood,1595,1,210,ROBBERY,1402 1300 0917 0916 1227,32,M,H,101,STREET,307,VEHICLE,IC,Invest Cont,210,998,,,BLUE CANYON                  DR,PICTURESQUE                  DR,34.1398,-118.385
230508012,04/22/2023 12:00:00 AM,04/22/2023 12:00:00 AM,1045,05,Harbor,0505,1,210,ROBBERY,0344 1300 0327 0916 0209 1822,66,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,210,,,,18900 S  NORMANDIE                    AV,,33.8594,-118.2992
231208267,03/12/2023 12:00:00 AM,03/12/2023 12:00:00 AM,0400,12,77th Street,1218,1,210,ROBBERY,0916 0342 1309 1240 1312 0369 0330 0370 0344,29,M,H,101,STREET,515,PHYSICAL PRESENCE,IC,Invest Cont,210,,,,VERMONT,53RD,33.9941,-118.2915
231218797,09/03/2023 12:00:00 AM,09/03/2023 12:00:00 AM,0300,12,77th Street,1253,1,210,ROBBERY,0916 0342 2023 0334 0416 0429 0417 0344 0354 0908,41,M,O,505,MOTEL,204,FOLDING KNIFE,AO,Adult Other,210,,,,7300 S  WESTERN                      AV,,33.9737,-118.309
231306010,02/09/2023 12:00:00 AM,02/09/2023 12:00:00 AM,0600,13,Newton,1341,1,210,ROBBERY,0344 1300 1311 1822 0916,38,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,100 W  39TH                         ST,,34.0121,-118.274
231209893,04/11/2023 12:00:00 AM,04/10/2023 12:00:00 AM,2330,12,77th Street,1249,1,210,ROBBERY,1822 0342 0344 0916 0449 0335 0334,28,M,B,301,GAS STATION,106,UNKNOWN FIREARM,IC,Invest Cont,210,,,,600 W  FLORENCE                     AV,,33.979,-118.2839
230716799,11/07/2023 12:00:00 AM,11/07/2023 12:00:00 AM,1245,07,Wilshire,0743,1,210,ROBBERY,0355 1822 0432 0302 0916 0330 0334 1402,25,M,H,101,STREET,102,HAND GUN,AO,Adult Other,210,998,,,8TH                          ST,MASSELIN                     ST,34.0606,-118.3534
232108514,04/30/2023 12:00:00 AM,04/30/2023 12:00:00 AM,1140,21,Topanga,2159,1,210,ROBBERY,0602 0913 0916 0344 0330 0561 0416,53,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,6300    JUMILLA                      AV,,34.1849,-118.5625
230618769,12/08/2023 12:00:00 AM,12/08/2023 12:00:00 AM,0440,06,Hollywood,0638,1,210,ROBBERY,1822 0916 0432 1300 1310 1302 0344 1402,0,M,O,301,GAS STATION,113,SIMULATED GUN,IC,Invest Cont,210,998,,,HOLLYWOOD                    BL,WILTON,34.1017,-118.3136
231216635,07/30/2023 12:00:00 AM,07/30/2023 12:00:00 AM,0250,12,77th Street,1258,1,210,ROBBERY,1310 0334 0421 1304 1311 0916 0344 0354 0377 1822,24,M,H,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,210,,,,74TH                         ST,SAN PEDRO                    ST,33.973,-118.2696
231013633,09/13/2023 12:00:00 AM,09/12/2023 12:00:00 AM,2330,10,West Valley,1024,1,210,ROBBERY,0916 0334 1420 0344 1822 1309 0400 0302 0202 0216,35,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,6800    BAIRD                        AV,,34.1939,-118.5373
231315075,08/05/2023 12:00:00 AM,08/04/2023 12:00:00 AM,1630,13,Newton,1363,1,210,ROBBERY,1822 0916 1900 0344 1300 0432,21,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,52ND                         ST,WADSWORTH,33.9958,-118.2587
231007428,03/30/2023 12:00:00 AM,03/29/2023 12:00:00 AM,1930,10,West Valley,1012,1,210,ROBBERY,1822 0344 0355 1420 0916 0334 1310,42,M,H,101,STREET,205,KITCHEN KNIFE,IC,Invest Cont,210,,,,18800    LEADWELL                     ST,,34.2039,-118.5425
231516232,10/17/2023 12:00:00 AM,10/16/2023 12:00:00 AM,1430,15,N Hollywood,1513,1,210,ROBBERY,0411 0354 1814 0344 0400 1300 2000 0916 0906 2004,54,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,510,998,,12500    RAYMER                       ST,,34.202,-118.405
230715421,10/05/2023 12:00:00 AM,10/04/2023 12:00:00 AM,1112,07,Wilshire,0732,1,220,ATTEMPTED ROBBERY,0407 0400 1822 0355 1300 0916,55,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,220,,,,FAIRFAX                      AV,WILSHIRE                     BL,34.063,-118.3614
230215689,08/19/2023 12:00:00 AM,08/19/2023 12:00:00 AM,1420,02,Rampart,0245,1,210,ROBBERY,0344 1822 1202 0334 0432 0445 0916,67,M,W,102,SIDEWALK,204,FOLDING KNIFE,IC,Invest Cont,210,,,,ALVARADO                     ST,6TH                          ST,34.0595,-118.2749
231308941,04/09/2023 12:00:00 AM,04/09/2023 12:00:00 AM,0350,13,Newton,1331,1,220,ATTEMPTED ROBBERY,0916 1822 0344,28,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,200 W  32ND                         ST,,34.0211,-118.274
230315307,08/19/2023 12:00:00 AM,05/19/2023 12:00:00 AM,1640,03,Southwest,0353,1,210,ROBBERY,1402 1309 1822 0344 0916 2004 0329,36,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,3700    SOMERSET                     DR,,34.02,-118.3373
230913116,08/20/2023 12:00:00 AM,08/19/2023 12:00:00 AM,1230,09,Van Nuys,0905,1,210,ROBBERY,1822 1414 1300 0916 0330 1310 1402,43,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,VAN NUYS                     BL,VALERIO                      ST,34.2048,-118.4487
230213404,06/30/2023 12:00:00 AM,06/29/2023 12:00:00 AM,1900,02,Rampart,0248,1,520,VEHICLE - ATTEMPT STOLEN,1609 0916 1300,33,M,H,101,STREET,,,IC,Invest Cont,520,,,,400    LUCAS                        AV,,34.0579,-118.2649
230505981,02/23/2023 12:00:00 AM,02/23/2023 12:00:00 AM,2255,05,Harbor,0564,1,210,ROBBERY,0916 0330 1822 0344 1310 0355 0216 0209,22,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,400 W  2ND                          ST,,33.7424,-118.2857
230406275,03/10/2023 12:00:00 AM,03/09/2023 12:00:00 AM,2300,04,Hollenbeck,0464,1,210,ROBBERY,0342 0344 0330 0400 0416 0337 0916,33,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,2200 E  1ST                          ST,,34.0444,-118.2125
230205130,01/26/2023 12:00:00 AM,01/26/2023 12:00:00 AM,1210,02,Rampart,0218,1,210,ROBBERY,1402 0916 0906 1100 0450 1822,18,M,H,101,STREET,107,OTHER FIREARM,AO,Adult Other,210,998,,,WALLACE                      AV,LAVETA TER,34.0713,-118.2569
231512239,07/15/2023 12:00:00 AM,07/15/2023 12:00:00 AM,0955,15,N Hollywood,1548,1,210,ROBBERY,0916 0344 0330 1822 1402,78,M,A,108,PARKING LOT,302,BLUNT INSTRUMENT,IC,Invest Cont,210,998,,,11300    CHANDLER                     BL,,34.1681,-118.3774
230121102,10/03/2023 12:00:00 AM,10/03/2023 12:00:00 AM,1440,01,Central,0162,1,520,VEHICLE - ATTEMPT STOLEN,1402 2004 1302 0916,28,M,H,101,STREET,,,AA,Adult Arrest,520,998,,,7TH                          ST,GRAND,34.0473,-118.2566
230806558,03/01/2023 12:00:00 AM,02/28/2023 12:00:00 AM,2345,08,West LA,0884,1,210,ROBBERY,0916 0355 0400 0302 0334 1822,44,M,A,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,2200    WESTWOOD                     BL,,34.0439,-118.4317
231406124,02/22/2023 12:00:00 AM,02/22/2023 12:00:00 AM,0010,14,Pacific,1457,1,210,ROBBERY,0302 1818 1313 0344 1822 0906 0371 0916 1309 1310,16,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,INGLEWOOD                    BL,BRADDOCK                     ST,33.9927,-118.4145
231208246,03/11/2023 12:00:00 AM,03/11/2023 12:00:00 AM,0430,12,77th Street,1257,1,220,ATTEMPTED ROBBERY,0916 0216 0342 1822 1309 1281 0355 0416,25,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,220,,,,500 W  77TH                         ST,,33.9698,-118.2827
231206895,02/16/2023 12:00:00 AM,02/16/2023 12:00:00 AM,1700,12,77th Street,1267,1,510,VEHICLE - STOLEN,0916 1822,48,F,H,101,STREET,,,IC,Invest Cont,510,,,,700 W  83RD                         ST,,33.9632,-118.2861
231813739,07/21/2023 12:00:00 AM,07/21/2023 12:00:00 AM,1525,18,Southeast,1826,1,210,ROBBERY,0916 1822 1300 0344 0449 0355 0432 0448 0330,55,M,H,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,210,,,,1500 E  102ND                        ST,,33.9443,-118.2482
231511472,06/25/2023 12:00:00 AM,06/25/2023 12:00:00 AM,1300,15,N Hollywood,1523,1,210,ROBBERY,0916,32,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,VICTORYON,WHITSETT,34.1849,-118.4095
231712976,07/19/2023 12:00:00 AM,07/19/2023 12:00:00 AM,1300,17,Devonshire,1712,1,210,ROBBERY,0400 1822 0216 0916,41,F,A,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,11200    TAMPA                        AV,,34.2741,-118.5565
231805513,01/30/2023 12:00:00 AM,01/30/2023 12:00:00 AM,2100,18,Southeast,1826,1,210,ROBBERY,1822 0342 1300 0916 0302 0432 0448 0327 0330 1402,18,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,998,,,91ST                         ST,COMPTON,33.9543,-118.2475
232013551,08/01/2023 12:00:00 AM,08/01/2023 12:00:00 AM,1145,20,Olympic,2029,1,510,VEHICLE - STOLEN,1300 0916,0,M,O,101,STREET,,,AO,Adult Other,510,,,,VERMONT                      AV,6TH                          ST,34.0636,-118.2916
231111831,08/04/2023 12:00:00 AM,08/03/2023 12:00:00 AM,1945,11,Northeast,1151,1,210,ROBBERY,1402 0418 0916 1822 1300 1310 0416 0342 0940,30,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,910,998,,1300 N  KENMORE                      AV,,34.0954,-118.2972
231906739,03/09/2023 12:00:00 AM,03/08/2023 12:00:00 AM,1650,19,Mission,1985,1,210,ROBBERY,1822 0916 0344 0334 0355,44,M,H,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,14600    ROSCOE                       BL,,34.2264,-118.4493
231712813,07/16/2023 12:00:00 AM,07/16/2023 12:00:00 AM,2125,17,Devonshire,1768,1,210,ROBBERY,0344 1259 0334 0355 0916 1822 1251 1300 0202 0209,17,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,998,,,9800    TEXHOMA                      AV,,34.2496,-118.5173
231321109,11/25/2023 12:00:00 AM,11/25/2023 12:00:00 AM,2000,13,Newton,1303,1,210,ROBBERY,1300 0344 0302 0913 0916 0906 2004,37,M,H,101,STREET,102,HAND GUN,AO,Adult Other,210,,,,12TH                         ST,SAN PEDRO,34.0337,-118.2533
230217803,09/20/2023 12:00:00 AM,09/20/2023 12:00:00 AM,1910,02,Rampart,0257,1,210,ROBBERY,0913 0334 0432 0302 0319 0916 0330 1820 1310,45,M,W,701,HOSPITAL,101,REVOLVER,IC,Invest Cont,210,,,,1200    WILSHIRE                     BL,,34.053,-118.2649
231815514,08/25/2023 12:00:00 AM,08/25/2023 12:00:00 AM,2130,18,Southeast,1803,1,510,VEHICLE - STOLEN,0916 1822 0344 0342 0400 0416 0213,21,M,H,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510,,,,200 E  MANCHESTER                   AV,,33.9601,-118.2717
230217572,09/17/2023 12:00:00 AM,09/17/2023 12:00:00 AM,0115,02,Rampart,0236,1,210,ROBBERY,0916 1822 0342 0344,38,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,BEVERLY,WESTLAKE,34.066,-118.2688
231817197,10/01/2023 12:00:00 AM,10/01/2023 12:00:00 AM,0300,18,Southeast,1834,1,210,ROBBERY,0906 1822 0342 0302 0916 0344 0355 1402 0330,19,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,,,,WILMINGTON,105TH                        ST,33.9398,-118.2611
231204729,01/13/2023 12:00:00 AM,01/13/2023 12:00:00 AM,1925,12,77th Street,1269,1,210,ROBBERY,0355 0334 0302 0344 0330 0354 1822 0916 0369,32,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,700 E  84TH                         PL,,33.962,-118.263
