DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200118692,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,0410,01,Central,0185,1,210,ROBBERY,0344 0334 1311 1302 1822 1218 0302 1309 2024 0916,29,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,210,,,,BROADWAY,PICO,34.0377,-118.2607
200204529,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1725,02,Rampart,0257,2,624,BATTERY - SIMPLE ASSAULT,0342 1822 1300 0416 0446 0916 1312 1309 1310,53,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH                          ST,UNION,34.057,-118.2691
200205568,02/01/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2355,02,Rampart,0216,1,210,ROBBERY,0916 1300 1310 1309 0337 1822 1311 0342 0432 0446,40,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,510,,,2100    KENT                         ST,,34.0745,-118.2654
200304304,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1940,03,Southwest,0393,1,210,ROBBERY,0916 0334 0342 0302 0330 0344 0327 0449 1278 1281,63,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,MC CLUNG                     DR,STOCKER                      ST,34.0085,-118.3334
200304815,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1235,03,Southwest,0353,1,210,ROBBERY,0330 0334 0342 0389 1822 0432 1310 1278 0916 2024,53,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,VICTORIA                     AV,N  COLISEUM,34.0183,-118.3363
200305093,01/20/2020 12:00:00 AM,01/20/2020 12:00:00 AM,0130,03,Southwest,0395,1,210,ROBBERY,1310 0916 1311 0330 0334 0432 1202 0344 0377 0354,72,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,41ST                         PL,WESTERN                      AV,34.0082,-118.3089
200404446,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,0400,04,Hollenbeck,0417,1,210,ROBBERY,0916 1822 1202 0326 0344 0355 1309 1300,70,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,3000    SIERRA                       ST,,34.0805,-118.2017
200504003,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,0700,05,Harbor,0526,1,210,ROBBERY,1816 0432 0354 0334 0302 0216 0916 0906 0913,33,M,H,108,PARKING LOT,101,REVOLVER,AA,Adult Arrest,210,,,,900    ISLAND                       AV,,33.7815,-118.2667
200518261,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,0134,05,Harbor,0522,1,210,ROBBERY,0916 0216 0354 0330 0344 0416 0429 0432 1309,47,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,700 N  WILMINGTON                   BL,,33.7779,-118.274
200106996,02/13/2020 12:00:00 AM,02/12/2020 12:00:00 AM,2000,01,Central,0163,1,210,ROBBERY,1822 1316 0444 0947 0916,41,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,510,,,700 S  BROADWAY,,34.0452,-118.2534
200608824,04/06/2020 12:00:00 AM,04/04/2020 12:00:00 AM,1735,06,Hollywood,0659,1,520,VEHICLE - ATTEMPT STOLEN,0400 1300 1310 0432 0334 0302 0916 0327,31,M,W,101,STREET,,,IC,Invest Cont,520,,,,FOUNTAIN,SERRANO,34.095,-118.307
200514948,10/07/2020 12:00:00 AM,10/07/2020 12:00:00 AM,0015,05,Harbor,0567,1,210,ROBBERY,0916 0305 1309 0330 0355 0377 1313 0302 0345 0342,48,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,210,910,,,400 W  15TH                         ST,,33.7306,-118.2862
200110705,04/19/2020 12:00:00 AM,04/19/2020 12:00:00 AM,0001,01,Central,0176,1,210,ROBBERY,0344 0416 0417 1218 0913 0906 0916,30,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH,MAPLE,34.0424,-118.2493
200407533,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,1040,04,Hollenbeck,0448,1,210,ROBBERY,1309 0330 0400 0419 0916 0850,48,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,2800    LANCASTER                    AV,,34.0571,-118.1946
200120362,11/01/2020 12:00:00 AM,10/31/2020 12:00:00 AM,0345,01,Central,0105,1,210,ROBBERY,0916 0355 0344 2004 1822,36,M,H,101,STREET,218,OTHER CUTTING INSTRUMENT,AO,Adult Other,210,,,,SOLANA                       ST,BROADWAY,34.0714,-118.2329
200119596,10/17/2020 12:00:00 AM,10/17/2020 12:00:00 AM,1400,01,Central,0185,1,210,ROBBERY,0916 1822 2004 2003 0400,29,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,9TH                          ST,MAPLE,34.0395,-118.2527
200312142,06/01/2020 12:00:00 AM,06/01/2020 12:00:00 AM,0005,03,Southwest,0303,1,210,ROBBERY,1822 0342 0344 0916 0330 1310 0432,29,M,B,301,GAS STATION,113,SIMULATED GUN,IC,Invest Cont,210,,,,2500 S  LA BREA                      AV,,34.0333,-118.3505
200321050,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1750,03,Southwest,0326,1,210,ROBBERY,1822 0342 0916 0355 1300 1202 0344 0354 0906 2024,44,F,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,210,,,,W  27TH                         ST,S  NORMANDIE                    AV,34.0309,-118.3002
200106641,02/07/2020 12:00:00 AM,02/03/2020 12:00:00 AM,2030,01,Central,0158,1,210,ROBBERY,1805 0416 0377 0337 0417 0916 1218 0913 0344 0906,52,M,B,102,SIDEWALK,308,STICK,IC,Invest Cont,210,510,,,6TH                          ST,GLADYS                       AV,34.0403,-118.2421
200514448,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,0600,05,Harbor,0529,1,210,ROBBERY,0432 0916 1306 1309 1317 0913 1814 0330 2000,30,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,G                            ST,EUBANK                       AV,33.7753,-118.2456
200406019,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1600,04,Hollenbeck,0408,1,210,ROBBERY,0916 0444 0429 0344 1822,0,X,X,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,PUEBLO                       AV,NOVGOROD                     ST,34.0895,-118.176
200209820,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,1930,02,Rampart,0247,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0416 0443 0916 1300 0202 1822,41,M,H,102,SIDEWALK,511,VERBAL THREAT,AO,Adult Other,930,,,,6TH                          ST,UNION                        AV,34.0579,-118.2711
200117716,09/10/2020 12:00:00 AM,09/10/2020 12:00:00 AM,0645,01,Central,0166,1,210,ROBBERY,0916 1822 1300 0344 1218 2004 0377 1402,54,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,IC,Invest Cont,210,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
200105472,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,0941,01,Central,0185,1,210,ROBBERY,0344 1414 1822 0916,52,F,F,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1200 S  BROADWAY,,34.0382,-118.2603
200514981,10/08/2020 12:00:00 AM,10/08/2020 12:00:00 AM,0435,05,Harbor,0522,1,210,ROBBERY,0330 0355 0334 0209 0202 0916 0387 0344 0342,62,F,H,108,PARKING LOT,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,600 W  ANAHEIM                      ST,,33.7796,-118.2699
200505983,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,2330,05,Harbor,0525,1,210,ROBBERY,1310 0916 0330 0344 0357 1402 0907 1300,22,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,998,,,500    WILMINGTON                   BL,,33.775,-118.2738
200307231,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,2100,03,Southwest,0376,1,220,ATTEMPTED ROBBERY,0329 2004 0444 1822 0916 1302,20,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220,,,,LA SALLE,MARTIN LUTHER KING JR        BL,34.0109,-118.3057
200513515,08/29/2020 12:00:00 AM,08/29/2020 12:00:00 AM,0415,05,Harbor,0501,1,210,ROBBERY,0330 1311 1822 0444 2023 1310 1309 0916,36,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,FIGUEROA                     ST,182ND                        ST,33.8703,-118.2816
200511480,07/06/2020 12:00:00 AM,07/04/2020 12:00:00 AM,2300,05,Harbor,0514,1,210,ROBBERY,1300 0416 0916 0330 0913 2000 1813 1310 0448 1302,21,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,PACIFIC COAST                HY,FIGUEROA,33.7905,-118.2811
200610366,05/18/2020 12:00:00 AM,05/18/2020 12:00:00 AM,1740,06,Hollywood,0629,1,210,ROBBERY,0344 0916 1300 1309 1822,48,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5600    BRIARCLIFF                   RD,,34.1089,-118.312
200120978,11/13/2020 12:00:00 AM,11/13/2020 12:00:00 AM,1420,01,Central,0182,1,210,ROBBERY,2033 0302 0355 0334 0429 0408 0344 0913 0371 0916,24,M,B,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,900 S  FIGUEROA                     ST,,34.046,-118.263
200513512,08/29/2020 12:00:00 AM,08/29/2020 12:00:00 AM,0240,05,Harbor,0514,1,210,ROBBERY,0344 0416 1300 0330 0377 0354 0916 0429,61,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,PACIFIC COAST,FIGUEROA,33.7905,-118.2811
200112736,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,2025,01,Central,0182,1,210,ROBBERY,1300 0330 2004 1822 0400 0916,60,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,700 W  OLYMPIC                      BL,,34.0444,-118.2628
200112942,06/05/2020 12:00:00 AM,06/05/2020 12:00:00 AM,0840,01,Central,0111,1,210,ROBBERY,1310 0302 0330 1822 0916,30,M,H,104,DRIVEWAY,101,REVOLVER,IC,Invest Cont,210,,,,600 N  BROADWAY,,34.0586,-118.2402
200109897,04/01/2020 12:00:00 AM,03/31/2020 12:00:00 AM,0001,01,Central,0159,1,210,ROBBERY,0330 0400 0916 1822 1300 1311 1414,28,M,A,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,MATEO,7TH                          ST,34.0346,-118.2323
200507768,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,0450,05,Harbor,0529,1,210,ROBBERY,0305 0344 0432 0449 1300 0916 0354 0330 0416,38,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,100    BROAD                        AV,,33.7695,-118.2612
200109887,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,1445,01,Central,0111,1,210,ROBBERY,0400 0330 1822 0916 1311 1300 0432,56,M,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,210,,,,HILL                         ST,BARTLETT,34.0615,-118.2412
200208635,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,1806,02,Rampart,0201,1,210,ROBBERY,0342 1822 0344 0432 0216 0916 0330,52,M,H,108,PARKING LOT,113,SIMULATED GUN,IC,Invest Cont,210,,,,4300    MELROSE                      AV,,34.0873,-118.296
200409527,06/05/2020 12:00:00 AM,06/05/2020 12:00:00 AM,1400,04,Hollenbeck,0401,1,210,ROBBERY,0342 0302 0330 1822 1310 0327 0916,0,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,3900    HOMER                        ST,,34.0894,-118.2072
200506955,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,0320,05,Harbor,0522,1,210,ROBBERY,0216 0344 1311 0916 0449 0940 1402,18,M,H,108,PARKING LOT,207,OTHER KNIFE,AA,Adult Arrest,210,998,,,700 W  ANAHEIM                      ST,,33.7796,-118.2702
200200665,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1800,02,Rampart,0233,1,210,ROBBERY,0916 1822 0355 0344 0216,0,X,X,101,STREET,515,PHYSICAL PRESENCE,IC,Invest Cont,210,510,,,RAMPART                      BL,BEVERLY                      BL,34.0685,-118.2774
200122792,12/27/2020 12:00:00 AM,12/26/2020 12:00:00 AM,2120,01,Central,0166,1,210,ROBBERY,0344 0416 0417 1311 1822 1300 0916 0342,26,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH,SAN PEDRO,34.0412,-118.2474
200113785,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,1630,01,Central,0162,1,210,ROBBERY,1420 0344 1822 2004 0448 0419 1606 1300 0916,24,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,OLIVE                        ST,9TH                          ST,34.0452,-118.2569
200115782,08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1730,01,Central,0163,1,210,ROBBERY,1402 0334 0344 1822 0337 0444 0391 0302 1414 0916,0,X,X,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210,998,,,700 S  BROADWAY,,34.0444,-118.2541
200514639,09/29/2020 12:00:00 AM,09/29/2020 12:00:00 AM,0750,05,Harbor,0514,1,210,ROBBERY,0355 0916 1225 1309 0344 0330 1822 0209 1402 1416,68,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,210,998,,,WILMINGTON                   BL,LOMITA                       BL,33.7986,-118.2754
200310283,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,2231,03,Southwest,0316,1,210,ROBBERY,0302 0334 0342 0344 0416 0449 0916 1251 1309 1822,19,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,HARVARD                      BL,25TH                         ST,34.0342,-118.3066
200310507,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1400,03,Southwest,0395,1,210,ROBBERY,0334 0345 0416 0411 0445 1822 1202 1311 0916 1402,73,M,H,108,PARKING LOT,219,SCREWDRIVER,IC,Invest Cont,210,,,,4300 S  VAN NESS                     AV,,34.0055,-118.3171
200408155,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,1600,04,Hollenbeck,0423,1,210,ROBBERY,0916 1270 0906 1402 1822 0344 0400,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,210,998,,,100 S  AVENUE 22,,34.0651,-118.2116
200513893,09/09/2020 12:00:00 AM,09/09/2020 12:00:00 AM,0215,05,Harbor,0531,1,210,ROBBERY,0916 0906 0371 0330 0334 0342 0344 0418 1305 1309,25,M,B,301,GAS STATION,102,HAND GUN,IC,Invest Cont,210,998,,,25800    WESTERN                      AV,,33.7889,-118.3075
200313029,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,0700,03,Southwest,0301,1,210,ROBBERY,0344 0444 0448 0916 1202 1311 1822,68,M,H,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,2500    CLYDE                        AV,,34.0329,-118.3668
200118557,09/27/2020 12:00:00 AM,09/26/2020 12:00:00 AM,2330,01,Central,0111,1,210,ROBBERY,0344 0334 0302 1822 0916,26,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,BROADWAY,CESAR E CHAVEZ,34.0585,-118.2403
200210172,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,1205,02,Rampart,0269,1,210,ROBBERY,0916 0342 1822 0334 0344,43,M,O,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,8TH                          ST,GARLAND                      AV,34.0496,-118.2677
200605026,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,2030,06,Hollywood,0678,1,210,ROBBERY,0344 0302 0916 1309 1822 0202,38,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,700 N  ARDMORE                      AV,,34.0836,-118.3016
200321767,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,1550,03,Southwest,0331,1,210,ROBBERY,0305 0344 0444 0913 0916 1243 1813 1814 2000,38,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,4800    EXPOSITION                   BL,,34.0243,-118.3484
200409813,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1505,04,Hollenbeck,0459,1,210,ROBBERY,1822 0916 2004 0400 0344 1300 1309,34,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,SLOAT                        ST,ALLEY                        AV,34.045,-118.1956
200209971,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,0050,02,Rampart,0247,1,210,ROBBERY,0906 1822 0916 1300 0449 0432 0342,44,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,210,,,,500 S  BONNIE BRAE                  ST,,34.0593,-118.2719
200410228,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,0230,04,Hollenbeck,0442,1,210,ROBBERY,0916 1202 0344 1822 0355 0448 0429 1300,62,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,600 N  MISSION                      RD,,34.0555,-118.223
200410459,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,1345,04,Hollenbeck,0438,1,210,ROBBERY,1822 0916 0334 0302 0416,27,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,ALHAMBRA                     AV,HOLLISTER                    AV,34.0771,-118.1681
200516943,11/21/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2040,05,Harbor,0526,1,210,ROBBERY,1225 0916 0369 1300 0330 0448 1822,55,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,500 W  ANAHEIM                      ST,,33.7796,-118.2687
200209959,05/08/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1450,02,Rampart,0238,1,210,ROBBERY,0916 1822 0408 0344 0370 0352 0209 0216 0334 0342,18,M,O,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,210,,,,TEMPLE                       ST,EDGEWARE                     ST,34.0663,-118.2546
200212224,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,1500,02,Rampart,0245,1,210,ROBBERY,0432 2000 0913 1814 0431 0916 1300 0319,29,F,H,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,510,,,3RD,ALVARADO,34.063,-118.2727
200313493,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,0600,03,Southwest,0397,1,210,ROBBERY,1402 1822 0449 0916 0344 0342 0216 0302 1302 1311,20,M,H,101,STREET,102,HAND GUN,JA,Juv Arrest,210,998,,,NORMANDIE                    AV,MARTIN LUTHER KING JR        BL,34.0109,-118.3002
200313547,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1450,03,Southwest,0396,1,210,ROBBERY,1822 0342 0330 0400 0358 1278 1310 1311 0916 0344,44,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,210,,,,43RD                         ST,MENLO                        AV,34.0055,-118.29
200318667,10/10/2020 12:00:00 AM,10/09/2020 12:00:00 AM,2300,03,Southwest,0317,1,210,ROBBERY,0916 1822 0342 0344 0400 1309 1311 1310,22,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,ADAMS                        BL,VERMONT                      AV,34.0328,-118.2921
200410780,07/15/2020 12:00:00 AM,07/14/2020 12:00:00 AM,2245,04,Hollenbeck,0479,1,210,ROBBERY,1822 0334 0916 0302 0337 0344,32,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,3500    ATLANTIC                     ST,,34.0234,-118.1999
200314448,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,1000,03,Southwest,0321,1,210,ROBBERY,0344 0334 0342 1309 1202 0418 0302 0916 1822 1305,63,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,OBAMA                        BL,LA BREA                      BL,34.0215,-118.3556
200314570,07/23/2020 12:00:00 AM,07/22/2020 12:00:00 AM,2130,03,Southwest,0326,1,210,ROBBERY,0450 1100 1407 0342 0302 1822 0334 0344 0916 1311,24,M,B,103,ALLEY,102,HAND GUN,IC,Invest Cont,210,,,,S  ADAMS,W  WESTERN,34.0327,-118.309
200313712,07/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM,0300,03,Southwest,0303,1,210,ROBBERY,0202 0216 0334 0342 0344 0916 1300 1309 1822 0330,51,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,LA BREA,ADAMS,34.0325,-118.3508
200411307,07/30/2020 12:00:00 AM,07/30/2020 12:00:00 AM,1135,04,Hollenbeck,0499,1,210,ROBBERY,0342 1309 0400 0444 0326 0344 1822 0916 1402,37,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,3500    BESWICK                      ST,,34.0218,-118.1986
200509214,05/08/2020 12:00:00 AM,05/08/2020 12:00:00 AM,0400,05,Harbor,0531,1,210,ROBBERY,1302 0344 0429 0444 1008 0345 0202 0906 0209 0916,31,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1500 W  PACIFIC COAST                HY,,33.7895,-118.3027
200318828,10/14/2020 12:00:00 AM,10/14/2020 12:00:00 AM,0830,03,Southwest,0379,1,210,ROBBERY,1822 0334 0302 0319 0344 1311 0330 0207 0916,24,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,3800 S  BUDLONG                      AV,,34.0169,-118.2958
200410432,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1930,04,Hollenbeck,0415,2,910,KIDNAPPING,1300 1302 1309 0418 0916 1259,17,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,910,,,,BROADWAY,WORKMAN,34.0737,-118.2143
200410413,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1930,04,Hollenbeck,0415,1,210,ROBBERY,0916 1300 1302 1309 0418 1822 1402,42,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,BROADWAY,WORKMAN                      ST,34.0737,-118.2143
200410431,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1930,04,Hollenbeck,0415,2,910,KIDNAPPING,0418 1258 0916 1300 1302 1309,12,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,910,,,,BROADWAY,WORKMAN,34.0737,-118.2143
200410433,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1930,04,Hollenbeck,0415,2,910,KIDNAPPING,1300 1302 1309 0418 0916,28,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,910,,,,BROADWAY,WORKMAN,34.0737,-118.2143
200313000,06/22/2020 12:00:00 AM,06/21/2020 12:00:00 AM,2300,03,Southwest,0316,1,210,ROBBERY,0344 0302 0342 0334 1302 0448 1311 0916 0330 1822,33,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210,998,,,25TH                         ST,CONGRESS,34.0337,-118.3024
200212458,07/12/2020 12:00:00 AM,07/12/2020 12:00:00 AM,0030,02,Rampart,0249,1,210,ROBBERY,1402 0907 0906 0342 1822 0334 0916 0337 0355 0344,32,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,210,998,,,INGRAHAM,BIXEL,34.0517,-118.2637
200412137,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,1055,04,Hollenbeck,0412,1,210,ROBBERY,1309 0302 0334 0355 1822 0916 1402 0330,53,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,998,,,AVENUE 25,PASADENA,34.078,-118.2181
200316297,08/26/2020 12:00:00 AM,08/26/2020 12:00:00 AM,0430,03,Southwest,0312,1,210,ROBBERY,0336 0344 0352 0400 0448 0916 1309 1310 1822 2004,41,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,ADAMS                        BL,CRENSHAW,34.0289,-118.3563
200316494,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,2130,03,Southwest,0351,1,210,ROBBERY,0216 1822 0334 0445 1300 0916 0329 0330,34,M,B,108,PARKING LOT,207,OTHER KNIFE,IC,Invest Cont,210,,,,5000    OBAMA                        BL,,34.0215,-118.3525
200410967,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,1020,04,Hollenbeck,0461,1,210,ROBBERY,0913 0443 0334 0916 1402 0344 0330,28,M,H,101,STREET,205,KITCHEN KNIFE,AA,Adult Arrest,210,998,,,100 S  UTAH                         ST,,34.0472,-118.2253
200511546,07/07/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1715,05,Harbor,0525,1,210,ROBBERY,1300 0202 1803 1019 1311 0416 0330 0916 0913,73,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,E,AVALON,33.7739,-118.2678
200322229,12/25/2020 12:00:00 AM,12/25/2020 12:00:00 AM,0800,03,Southwest,0378,1,210,ROBBERY,1822 1310 0916 0330 0334 0400,24,M,H,108,PARKING LOT,102,HAND GUN,AO,Adult Other,210,,,,VERMONT,MARTIN LUTHER KING JR        BL,34.0109,-118.2915
